order,Progress,Duration (in seconds),Finished,Response ID,DistributionChannel - Distribution Channel,"consentement",gender,gender_TEXT,sexual_orientation,"sexual_orientation_5_TEXT ",age_1,"kids ","kids_2","activity - Etes-vous (en ce moment) ","pays ","pays_4_TEXT ","nationalite ",nationalite_text,"society_ladder_1 - 10","society_ladder_2 - - 9","society_ladder_3 -- 8","society_ladder_4 -- 7","society_ladder_5 -- 6","society_ladder_6 -- 5","society_ladder_7 -- 4","society_ladder_8 -- 3","society_ladder_9 -- 2","society_ladder_10 -- 1",alarm_timer_First Click - Timing - First Click,alarm_timer_Last Click - Timing - Last Click,alarm_timer_Page Submit - Timing - Page Submit,alarm_timer_Click Count - Timing - Click Count,desc_norm,"presc_norm_d - Sur une échelle de 1 (perturbation totale) à 7 (conformité totale), veuillez évaluer dans quelle mesure les solutions proposées par Essaim d'Alerte sont compatibles avec le fonctionnement de votre pays ?",high_control_1,high_control_2,high_control_3,high_control_4,high_control_5,high_control_6,high_control_7,high_control_8,high_control_9,high_control_10,high_control_11,high_control_12,high_control_13,high_control_14,high_control_15,high_control_16,high_control_17,high_control_18,high_control_19,high_control_20,high_control_21,high_control_22,control_low_1,control_low_2,control_low_3,control_low_4,control_low_5,control_low_6,control_low_7,control_low_8,control_low_9,control_low_10,control_low_11,control_low_12,control_low_13,control_low_14,control_low_15,control_low_16,control_low_17,control_low_18,control_low_19,control_low_20,control_low_21,control_low_22,sdo_french_1,sdo_french_2,sdo_french_3,sdo_french_4,sdo_french_5,sdo_french_6,sdo_french_7,sdo_french_8,sdo_french_9,sdo_french_10,sdo_french_11,sdo_french_12,sdo_french_13,sdo_french_14,sdo_french_15,sdo_french_16,sdo_DO_1,sdo_DO_2,sdo_DO_3,sdo_DO_4,sdo_DO_5,sdo_DO_6,sdo_DO_7,sdo_DO_8,sdo_DO_9,sdo_DO_10,sdo_DO_11,sdo_DO_12,sdo_DO_13,sdo_DO_14,sdo_DO_15,sdo_DO_16,edo,condrition_high_low_control,condrition_high_low_control_text,sdo_or_edo_first
123,100,976,1,R_9uAAGkrnwSGKzoR,anonymous,"1",1,,2,,52,"2","1","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",8.781,226.651,228.064,29,20,"3",1,1,,1,,,1,1,,1,,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,3,2,4,3,7,1,6,2,7,5,7,2,4,4,6,8,2,6,14,11,3,12,16,7,9,5,15,1,13,4,10,3,1,high,sdo
262,100,702,1,R_2uxjm4JyTg6ruoj,anonymous,"1",2,,2,,47,"2","1","2","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",39.356,93.316,93.335,13,10,"5",,1,,1,,1,1,1,,,,,1,1,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,7,2,6,3,1,5,5,7,6,3,4,3,7,1,1,6,9,14,2,15,3,7,5,1,12,11,4,16,10,8,6,13,3,1,high,sdo
511,100,384,1,R_2EoDoMLppyaIPVv,anonymous,"1",2,,2,,25,"1",,"2","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral",6.192,63.743,64.362,29,3,"1",1,,,1,1,1,1,,1,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,7,2,7,5,2,5,3,5,7,5,3,2,7,1,14,9,8,2,3,11,10,12,6,4,15,16,5,13,7,3,1,high,edo
453,100,1005,1,R_r3yLysqN301lb6V,anonymous,"1",2,,2,,66,"1",,"5","3",,"3",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",10.602,119.918,122.879,15,30,"2",,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,,1,1,1,,,,1,,,,,,,,4,7,12,12,12,7,2,7,12,7,7,7,4,4,7,7,11,5,4,1,3,16,8,7,2,6,12,15,14,9,13,10,3,2,low,sdo
419,100,1361,1,R_1i8y8rXLmFqlqId,anonymous,"1",2,,2,,67,"2","2","5","1",,"1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.625,137.492,139.357,13,30,"4",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,1,,,1,1,1,,1,1,12,1,7,1,7,2,7,1,7,7,7,1,1,6,12,11,16,13,5,8,1,3,7,10,4,9,14,12,15,6,2,3,2,low,edo
601,100,1604,1,R_2eXalMWV1Vwh6I4,anonymous,"1",2,,2,,24,"1",,"2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",34.662,142.373,144.175,24,60,"3",1,1,,1,,1,,,,1,,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,5,2,7,5,7,3,5,7,7,1,1,5,12,4,12,7,1,11,16,9,13,10,15,6,8,5,3,14,2,3,1,high,edo
668,100,1259,1,R_ZpLyg1d2d5sCjsZ,anonymous,"1",2,,2,,58,"2","2","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",180.325,345.549,346.518,13,20,"3",1,1,,1,,1,1,,,,,1,,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,5,12,14,15,10,11,7,1,13,6,9,16,2,4,3,3,1,high,edo
197,90,165,0,R_1jJojG1IKSXLkYt,anonymous,"1",2,,2,,22,"1",,"1","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",0.599,5.978,6.354,3,70,"4",1,1,,1,,1,1,,,,,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,high,edo
362,90,9531,0,R_2rCs2Ys2JroawaH,anonymous,"1",1,,2,,55,"1",,"2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",21.865,92.516,94.373,8,,"8",,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,1,,1,,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,low,edo
742,90,691,0,R_1go2XObE7Ft5Bfs,anonymous,"1",2,,2,,62,"2","3","2","3",,"3",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",1.617,5.984,7.181,3,,"1",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,low,edo
126,100,554,1,R_2aWj91fZkzBVhO6,anonymous,"1",1,,2,,25,"1",,"1","1",,"1",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",81.549,169.642,170.301,13,1,"2",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,1,1,,1,,,1,1,1,,1,1,7,2,7,1,7,3,7,1,7,7,7,1,1,6,1,13,12,15,7,6,10,5,16,3,14,9,11,2,1,8,4,4,2,low,sdo
400,100,1037,1,R_1lhleKbm8DIIrm8,anonymous,"1",1,,2,,48,"2","3","2","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",10.495,102.69,104.133,24,20,"3",,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,,,1,1,,,,1,1,1,,,,,1,4,4,5,2,6,4,7,1,7,4,7,1,4,5,1,8,14,3,9,16,5,12,7,1,6,13,15,11,2,10,4,4,2,low,edo
76,100,715,1,R_3hnz3fN0gwgMbaU,anonymous,"1",1,,2,,14,"1",,"1","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",7.713,128.867,129.874,17,69,"3",1,1,,1,,1,1,,,1,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,7,1,7,1,7,1,7,1,6,7,7,1,3,7,1,14,8,9,1,3,15,4,16,12,5,7,10,11,2,13,6,4,1,high,edo
181,100,787,1,R_32X7oNaKgOngxOF,anonymous,"1",2,,2,,63,"2","2","5","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",16.327,137.016,137.746,43,20,"3",,,,1,,1,,,,,,1,1,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,1,7,1,7,1,7,7,7,6,1,7,1,1,10,9,2,12,5,13,16,6,14,11,15,3,4,8,7,4,1,high,sdo
406,100,1111,1,R_xrp1oapsmfcoTsZ,anonymous,"1",2,,2,,53,"2","2","2","1",,"4",Franco suisse,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",381.044,489.248,490.16,22,,"5",1,1,,1,,1,1,,,,,1,1,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,6,1,7,1,7,1,6,1,7,7,7,4,1,6,1,12,11,9,2,14,16,8,10,1,13,15,5,6,4,3,7,4,1,high,sdo
264,100,863,1,R_1CJ9ztP658Elpng,anonymous,"1",2,,2,,24,"1",,"6","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",24.837,162.83,163.727,9,65,"4",1,1,,1,1,1,1,,,,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,1,7,2,7,1,2,7,5,1,5,7,1,2,3,9,16,4,15,7,10,11,14,6,1,5,13,12,8,4,1,high,edo
648,100,631,1,R_2zcEwZZt4T4pQZT,anonymous,"1",2,,2,,25,"1",,"1","1",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",7.907,165.717,173.2,23,20,"2",,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,1,,,1,1,,,1,1,1,,3,7,1,6,1,7,2,7,1,6,7,7,2,5,3,1,8,11,4,13,6,15,1,14,3,5,7,2,16,12,9,10,4,2,low,edo
384,100,605,1,R_SZbM3o1Gl1X9eUN,anonymous,"1",1,,2,,21,"1",,"1","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.385,75.078,75.383,39,66,"3",,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,1,1,,,,1,1,,,1,1,,,4,7,1,7,1,7,1,7,1,7,7,7,1,1,12,1,1,6,11,14,3,8,16,4,5,2,10,7,9,15,13,12,4,2,low,edo
84,100,1615,1,R_Xuf8fh0T4bhlhrH,anonymous,"1",2,,2,,42,"2","2","2","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",11.332,266.728,267.663,24,30,"3",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,1,,,1,1,1,,1,1,4,1,7,2,7,4,7,1,3,3,5,1,1,7,1,11,7,9,5,2,16,12,4,10,15,1,3,6,8,14,13,4,2,low,edo
34,100,433,1,R_74llrwqlVqAR2dX,anonymous,"1",2,,2,,23,"1",,"1","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",9.551,92.29,92.997,31,24,"2",1,1,,,1,1,1,,,,,1,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,1,7,1,7,1,7,7,7,5,1,7,1,10,5,3,11,12,6,13,2,9,7,8,16,1,4,15,14,4,1,high,sdo
364,100,1409,1,R_3WWaqMk2d4pzxAd,anonymous,"1",1,,2,,65,"2","3","5","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",211.175,211.175,212.861,1,29,"2",,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,1,1,,,,1,,,,,,1,1,1,7,1,7,1,7,1,7,1,7,7,7,1,1,7,1,11,7,9,2,1,4,10,3,5,6,14,15,8,12,13,16,4,2,low,sdo
359,100,1272,1,R_1M4W0a6tg8m8L7F,anonymous,"1",1,,2,,70,"2","1","5","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",55.213,237.925,241.799,6,30,"3",,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,1,,,1,,1,,,1,,1,,,,1,4,5,4,1,4,6,6,1,2,3,6,6,1,5,2,10,3,16,5,6,14,15,7,2,8,12,11,13,9,4,1,4,2,low,edo
493,100,527,1,R_3D6mSXpzpPwzEbx,anonymous,"1",1,,2,,24,"1",,"1","1",,"4","Bolivie ","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",0.629,1.677,2.306,2,40,"3",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,1,1,1,,1,1,,1,,,,,,1,7,3,7,4,7,1,7,1,7,7,7,1,2,2,2,5,12,11,14,8,6,13,16,2,15,10,7,4,9,3,1,4,2,low,sdo
394,100,854,1,R_1mJZXrTfHMevitc,anonymous,"1",2,,2,,74,"2","3","5","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",34.238,134.739,136.039,7,44,"5",,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,1,,,,1,,1,1,1,1,,,1,7,1,7,1,7,1,7,1,7,7,6,1,2,7,2,6,5,11,9,14,13,7,16,10,8,4,1,12,3,15,2,4,2,low,edo
237,100,464,1,R_ptvMpTDNJNAiYSJ,anonymous,"1",2,,2,,53,"2","0","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",0.877,4.716,5.588,3,22,"2",,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,1,,1,1,1,1,,1,,,,1,1,7,4,7,1,6,1,4,4,6,4,7,1,6,4,2,3,4,12,8,14,10,6,11,1,2,16,9,15,7,13,5,4,2,low,edo
512,100,530,1,R_1K8DZwAF4IFAW4O,anonymous,"1",2,,4,,26,"1",,"1","1",,"1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",2.296,63.602,64.204,16,29,"3",,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,,,1,,,1,1,,,1,,,,1,1,7,5,6,1,7,1,6,1,6,5,7,1,1,2,2,14,16,6,13,8,15,2,3,12,5,4,9,10,11,1,7,4,2,low,edo
274,100,719,1,R_1ikQUJ2jhxIJPQK,anonymous,"1",2,,2,,54,"2","2","2","2",,"4",Portugaise,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",20.595,83.385,84.825,13,40,"4",,1,,1,,1,1,,,1,,1,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,7,1,7,3,7,1,4,7,7,4,3,6,2,10,15,8,2,9,1,5,11,14,6,16,7,3,13,4,12,4,1,high,sdo
20,100,792,1,R_3fZUEuMC3eINEKy,anonymous,"1",2,,2,,60,"2","3","6","3",,"3",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",6.318,162.661,163.7,34,25,"8",1,1,1,1,,1,1,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,7,1,7,2,7,1,7,7,7,1,1,6,2,12,3,4,2,15,1,11,14,9,6,8,16,10,7,5,13,4,1,high,sdo
14,100,787,1,R_Xu2HOv668ZzGmc1,anonymous,"1",2,,2,,52,"2","2","4","3",,"3",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",143.887,178.212,180.435,2,53,"5",,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,1,1,1,,,,1,,1,,,1,,,4,5,4,6,1,5,4,6,1,6,5,5,6,5,5,2,8,10,13,5,1,9,12,3,15,4,2,7,11,6,16,14,4,2,low,sdo
177,100,805,1,R_3LcoIquPNVoVRLJ,anonymous,"1",1,,3,,20,"1",,"1","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral",1.794,147.627,147.911,49,30,"2",1,,,,1,1,,,,,,1,,1,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,7,3,7,1,7,1,7,7,7,1,6,7,2,8,12,1,3,13,9,5,11,15,6,16,2,10,4,7,14,4,1,high,sdo
472,100,811,1,R_3PuDmCB5XGhtLBj,anonymous,"1",2,,2,,52,"2","2","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",9.581,134.853,136.037,22,35,"3",,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,1,1,1,,,,1,,1,,1,,,,2,5,3,7,1,6,2,7,1,2,6,7,1,1,6,2,10,3,1,13,15,8,5,11,4,12,7,9,6,16,2,14,4,2,low,sdo
136,100,583,1,R_A065mvPgFRt9qwN,anonymous,"1",1,,2,,23,"1",,"1","1",,"1",,"Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",0.739,2.319,2.701,2,35,"3",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,,,1,1,1,,1,,,,4,7,1,7,1,7,1,7,1,7,7,7,1,2,7,2,10,13,1,5,2,6,3,9,8,16,4,7,11,12,14,15,4,2,low,edo
705,97,1515,0,R_1LiLA3WE2UunkoB,anonymous,"1",2,,2,,43,"2","3","2","2",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",28.903,131.859,134.241,15,35,"3",1,1,,1,,1,,,,,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,5,3,12,2,7,3,3,6,7,12,3,12,3,16,13,10,4,15,9,5,2,12,6,11,3,7,14,8,1,4,1,high,edo
92,100,831,1,R_6VUz1EC656qeI0x,anonymous,"1",1,,2,,35,"2","1","2","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral",10.982,149.541,150.501,25,20,"3",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,,,,,1,,,1,1,1,1,,5,4,5,4,2,5,4,5,2,4,3,5,4,2,2,3,13,8,16,14,15,7,12,2,1,5,9,4,6,11,10,3,4,2,low,sdo
554,100,730,1,R_2scnzMQ6MwCTh01,anonymous,"1",2,,2,,24,"1",,"1","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",19.219,172.553,173.092,22,36,"4",1,,,1,1,,1,,,,,1,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4,6,2,5,2,5,3,5,5,5,5,2,5,3,12,8,3,2,10,16,6,15,14,11,4,1,7,13,9,5,4,1,high,sdo
351,100,287,1,R_6uvND4MjDWPg27n,anonymous,"1",1,,2,,22,"1",,"1","1",,"3",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",53.194,53.194,88.107,1,72,"6",,,,1,,,1,1,,1,1,1,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,6,1,6,4,5,2,6,5,6,2,3,5,3,3,8,5,10,4,11,7,14,12,1,13,9,16,2,15,6,4,1,high,sdo
127,100,752,1,R_29bSmkWIzYxg0nw,anonymous,"1",1,,2,,22,"1",,"1","1",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",13.204,135.751,136.731,19,35,"4",1,,,,1,1,,1,,,,1,,1,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,2,6,6,6,5,5,6,6,3,5,4,6,2,1,1,3,12,6,14,9,4,10,2,16,1,8,3,5,11,13,15,7,4,1,high,sdo
417,100,904,1,R_3EQfz3oltfOLEKc,anonymous,"1",2,,2,,30,"1",,"2","1",,"1",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5.997,162.291,163.166,45,20,"3",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,1,1,,,1,1,,1,,,1,,,1,4,3,5,3,4,3,4,4,4,4,4,4,4,1,3,11,13,1,15,2,3,5,4,16,10,7,9,8,14,6,12,4,2,low,edo
535,100,1084,1,R_RJkFkNUQR7J3W25,anonymous,"1",2,,2,,27,"1",,"2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral",4.742,127.635,128.364,22,30,"3",1,1,,1,,1,1,,,,,1,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,6,2,6,1,7,2,6,2,6,7,6,2,2,6,3,13,6,9,10,2,15,3,4,11,14,8,1,5,16,7,12,4,1,high,edo
148,100,815,1,R_3fejIaBK7wCIlOg,anonymous,"1",2,,3,,22,"1",,"2","1",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",1.419,185.312,186.79,23,31,"3",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,,,1,,,1,1,1,1,1,1,5,3,6,3,7,3,6,1,7,7,6,2,1,7,3,12,7,16,1,11,10,2,3,5,9,6,8,4,13,14,15,4,2,low,edo
549,100,456,1,R_ZJ3hEyAKsXZdjK9,anonymous,"1",2,,2,,22,"1",,"3","1",,"1",,"Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral",5.08,63.321,64.227,18,20,"2",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,1,1,1,,,,1,,1,,,,,,2,3,5,6,2,6,3,5,1,4,6,5,3,3,3,3,13,12,4,1,9,11,2,10,7,16,8,6,3,5,14,15,4,2,low,sdo
546,100,523,1,R_DUyDbKbMSO1Kl5n,anonymous,"1",2,,3,,23,"1",,"1","3",,"2",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",5.34,72.752,74.68,31,25,"5",1,,,,1,1,1,1,,1,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,7,4,7,1,7,2,4,1,7,6,7,2,2,6,4,6,7,16,2,10,8,4,12,14,15,3,5,13,9,11,1,4,1,high,edo
350,100,803,1,R_241OwqB4hwwwOpO,anonymous,"1",2,,2,,58,"2","3","2","2",,"2",,"Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",6.163,166.429,167.358,18,52,"4",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,1,,1,1,,,,1,,1,,,1,,,4,3,4,5,2,5,6,6,5,2,6,6,6,4,3,4,2,16,14,15,12,11,7,3,1,13,6,10,9,5,8,4,4,2,low,edo
236,100,1092,1,R_2Qh9484m0WqQ4xv,anonymous,"1",2,,2,,68,"2","1","5","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",35.568,148.088,149.787,10,39,"1",,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,1,,1,,1,1,1,1,,,,1,,,4,4,1,6,1,5,4,7,1,5,6,5,2,1,4,4,2,9,12,7,13,16,1,8,4,3,15,10,5,14,11,6,4,2,low,edo
647,100,1108,1,R_1KdKd0mticrNE73,anonymous,"1",2,,2,,62,"2","4","2","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",1.907,169.866,171.206,77,51,"2",,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,1,1,,,,1,,1,1,,,1,1,2,4,5,4,2,5,5,1,2,6,2,6,5,2,3,4,2,5,14,1,7,3,9,4,16,10,13,15,11,12,8,6,4,2,low,sdo
566,100,221,1,R_a8Iu6dmYLffAJgZ,anonymous,"1",1,,5,,21,"1",,"2","3",,"4",,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",0.571,15.193,16.648,8,50,"3",,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,1,1,,,,1,,,1,1,1,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,11,10,14,1,13,6,16,4,5,2,15,12,9,8,7,4,2,low,sdo
144,100,505,1,R_xDeYc6OP5HRAxTr,anonymous,"1",2,,2,,24,"1",,"1","1",,"4",Italienne,"Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",0.629,14.132,15.048,3,10,"1",,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,,1,1,,,1,1,,,,,1,,1,4,5,5,6,3,6,4,6,3,6,7,7,4,1,4,4,11,12,3,9,16,13,7,14,1,5,10,4,6,15,2,8,4,2,low,sdo
201,100,984,1,R_1OBMisKdCKDRJJ9,anonymous,"1",2,,2,,70,"2","2","5","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",21.858,161.11,162.398,24,30,"3",1,1,,1,,,1,,1,,,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,6,1,6,4,1,1,2,4,7,1,2,4,4,12,14,2,13,4,16,6,1,3,10,11,9,7,15,5,8,4,1,high,edo
214,100,605,1,R_3QVh6f1jXOa4k0B,anonymous,"1",1,,2,,25,"1",,"1","2",,"2",,"Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral","Neutral",1.98,136.637,137.591,29,,"4",,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,1,,,,1,,1,,1,1,,1,2,6,4,5,1,6,4,6,1,6,6,7,3,3,4,4,15,12,16,10,11,2,8,14,7,3,4,6,13,1,5,9,4,2,low,edo
545,97,1073,0,R_1ONO8D8XMoABvKV,anonymous,"1",1,,2,,50,"1",,"2","3",,"3",,"Neutral","Neutral","Neutral","Neutral","Neutral","Like","Neutral","Neutral","Neutral","Neutral",194.057,194.057,195.597,1,50,"4",,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,6,4,4,4,4,4,4,4,4,6,4,6,6,6,6,4,5,14,7,9,16,8,13,15,12,2,10,6,4,3,1,11,4,2,low,edo
670,100,190,1,R_21pPUgWVyG3KnDQ,anonymous,"1",1,,2,,23,"1",,"2","1",,"2",,"Like","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral",0.501,3.16,3.658,3,30,"3",,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,,,,,,1,1,1,,1,,1,1,,1,1,1,12,1,5,1,7,12,7,12,12,6,7,12,2,6,4,9,8,6,12,1,2,15,7,16,11,14,4,5,10,3,13,4,2,low,sdo
